station_id,is_installed,is_returning,eightd_has_available_keys,legacy_id,is_renting,num_bikes_disabled,num_bikes_available,num_ebikes_available,last_reported,num_docks_available,num_docks_disabled
f83464e4-0de8-11e7-991c-3863bb43a7d0,1,1,False,3,1,0,11,0,1695221003,1,2
f834658f-0de8-11e7-991c-3863bb43a7d0,1,1,False,4,1,0,0,0,1695219860,19,0
f834662c-0de8-11e7-991c-3863bb43a7d0,1,1,False,5,1,0,15,0,1695217801,0,0
f83466c6-0de8-11e7-991c-3863bb43a7d0,1,1,False,6,1,1,2,0,1695221475,12,0
f8346768-0de8-11e7-991c-3863bb43a7d0,1,1,False,7,1,0,15,0,1695216536,0,0
f8346803-0de8-11e7-991c-3863bb43a7d0,1,1,False,8,1,1,1,0,1695221486,17,0
f8346894-0de8-11e7-991c-3863bb43a7d0,1,1,False,9,1,0,2,0,1695221082,13,0
f8346a3c-0de8-11e7-991c-3863bb43a7d0,1,1,False,10,1,2,9,0,1695219700,0,0
f8346ad7-0de8-11e7-991c-3863bb43a7d0,1,1,False,11,1,0,6,0,1695221444,9,0
f8346b6f-0de8-11e7-991c-3863bb43a7d0,1,1,False,12,1,2,22,0,1695220094,0,0
f8346c01-0de8-11e7-991c-3863bb43a7d0,1,1,False,13,1,0,18,0,1695220345,1,0
f8346c96-0de8-11e7-991c-3863bb43a7d0,1,1,False,14,1,0,25,0,1695220184,0,0
f8346d23-0de8-11e7-991c-3863bb43a7d0,1,1,False,15,1,1,1,0,1695220834,13,0
f8346dbd-0de8-11e7-991c-3863bb43a7d0,1,1,True,16,1,0,13,0,1695221535,3,1
f8346e51-0de8-11e7-991c-3863bb43a7d0,1,1,False,17,1,1,1,0,1695221332,13,0
f8346f6f-0de8-11e7-991c-3863bb43a7d0,1,1,False,19,1,1,0,0,1695221229,14,0
f8347002-0de8-11e7-991c-3863bb43a7d0,1,1,False,20,1,2,11,0,1695221434,10,0
f834708e-0de8-11e7-991c-3863bb43a7d0,1,1,False,21,1,1,14,0,1695221382,3,0
f8347118-0de8-11e7-991c-3863bb43a7d0,1,1,False,22,1,4,22,0,1695221211,11,0
f83471a1-0de8-11e7-991c-3863bb43a7d0,1,1,False,23,1,2,21,0,1695221286,2,0
f834723b-0de8-11e7-991c-3863bb43a7d0,1,1,False,24,1,2,21,0,1695218032,0,0
f83472d3-0de8-11e7-991c-3863bb43a7d0,1,1,False,25,1,0,1,0,1695221274,13,1
f8347361-0de8-11e7-991c-3863bb43a7d0,1,1,False,26,1,1,2,0,1695217538,12,0
f83473ea-0de8-11e7-991c-3863bb43a7d0,1,1,False,27,1,1,0,0,1695220147,22,0
f8347a8b-0de8-11e7-991c-3863bb43a7d0,1,1,False,29,1,0,19,0,1695220866,0,0
f8347b1e-0de8-11e7-991c-3863bb43a7d0,1,1,False,30,1,0,3,0,1695221257,12,0
f8347ba8-0de8-11e7-991c-3863bb43a7d0,1,1,False,31,1,0,14,0,1695220008,5,0
f8347c41-0de8-11e7-991c-3863bb43a7d0,1,1,False,32,1,3,9,0,1695221351,3,0
f8347ccd-0de8-11e7-991c-3863bb43a7d0,1,1,False,33,1,1,19,0,1695221411,4,0
f8347ded-0de8-11e7-991c-3863bb43a7d0,1,1,False,35,1,0,26,0,1695221416,5,0
f8347e78-0de8-11e7-991c-3863bb43a7d0,1,1,False,36,1,3,22,0,1695220646,0,3
f8347f09-0de8-11e7-991c-3863bb43a7d0,1,1,False,37,1,1,1,0,1695220953,10,2
f8348021-0de8-11e7-991c-3863bb43a7d0,1,1,False,39,1,0,0,0,1695218272,27,0
f83480a9-0de8-11e7-991c-3863bb43a7d0,1,1,False,40,1,0,4,0,1695219249,15,0
f8348136-0de8-11e7-991c-3863bb43a7d0,1,1,True,41,1,2,0,0,1695220656,25,0
f83481c5-0de8-11e7-991c-3863bb43a7d0,1,1,False,42,1,1,29,0,1695221512,1,0
f834824e-0de8-11e7-991c-3863bb43a7d0,1,1,False,43,1,0,11,0,1695221248,4,0
f83482d2-0de8-11e7-991c-3863bb43a7d0,1,1,False,44,1,0,16,0,1695217924,7,0
f83483f3-0de8-11e7-991c-3863bb43a7d0,1,1,False,46,1,1,6,0,1695221394,12,0
f8348481-0de8-11e7-991c-3863bb43a7d0,1,1,False,47,1,1,1,0,1695220698,17,0
f8348509-0de8-11e7-991c-3863bb43a7d0,1,1,False,48,1,0,18,0,1695219109,1,0
f8348598-0de8-11e7-991c-3863bb43a7d0,1,1,False,49,1,0,6,0,1695219851,12,0
f8348622-0de8-11e7-991c-3863bb43a7d0,1,1,False,50,1,0,15,0,1695221416,0,0
f83486ab-0de8-11e7-991c-3863bb43a7d0,1,1,False,51,1,0,0,0,1695217514,15,0
f8348719-0de8-11e7-991c-3863bb43a7d0,1,1,False,52,1,0,1,0,1695221094,22,0
f8348781-0de8-11e7-991c-3863bb43a7d0,1,1,False,53,1,2,1,0,1695221534,16,0
f83487f0-0de8-11e7-991c-3863bb43a7d0,1,1,False,54,1,0,12,0,1695221211,3,0
f8348857-0de8-11e7-991c-3863bb43a7d0,1,1,False,55,1,0,6,0,1695221344,9,0
f83488be-0de8-11e7-991c-3863bb43a7d0,1,1,False,56,1,2,6,0,1695221219,10,0
f8348924-0de8-11e7-991c-3863bb43a7d0,1,1,False,57,1,1,2,0,1695220790,11,0
f8348995-0de8-11e7-991c-3863bb43a7d0,1,1,False,58,1,0,16,0,1695221155,3,0
f83489ff-0de8-11e7-991c-3863bb43a7d0,1,1,False,59,1,2,17,0,1695220923,0,0
f8348a68-0de8-11e7-991c-3863bb43a7d0,1,1,False,60,1,1,14,0,1695221473,4,0
f8349070-0de8-11e7-991c-3863bb43a7d0,1,1,False,61,1,1,8,0,1695221427,10,0
f834916a-0de8-11e7-991c-3863bb43a7d0,1,1,False,63,1,0,4,0,1695218225,11,0
f83491d4-0de8-11e7-991c-3863bb43a7d0,1,1,False,64,1,2,15,0,1695220735,2,0
f834923d-0de8-11e7-991c-3863bb43a7d0,1,1,False,65,1,0,20,0,1695221535,3,0
f83492b4-0de8-11e7-991c-3863bb43a7d0,1,1,False,66,1,0,0,0,1695216132,15,0
f83493c0-0de8-11e7-991c-3863bb43a7d0,1,1,False,67,1,3,23,0,1695221300,1,0
f8349440-0de8-11e7-991c-3863bb43a7d0,1,1,False,68,1,0,3,0,1695221461,15,1
f83494b4-0de8-11e7-991c-3863bb43a7d0,1,1,True,69,1,2,3,0,1695221495,14,0
f834952a-0de8-11e7-991c-3863bb43a7d0,1,1,False,70,1,1,22,0,1695221125,0,0
f8349599-0de8-11e7-991c-3863bb43a7d0,1,1,False,71,1,1,3,0,1695221034,19,0
f8349672-0de8-11e7-991c-3863bb43a7d0,1,1,False,72,1,1,22,0,1695219969,0,0
f8349745-0de8-11e7-991c-3863bb43a7d0,1,1,False,73,1,2,12,0,1695220524,1,0
f83497b9-0de8-11e7-991c-3863bb43a7d0,1,1,False,74,1,0,19,0,1695220262,0,0
f8349824-0de8-11e7-991c-3863bb43a7d0,1,1,False,75,1,0,9,0,1695221494,6,0
f8349b20-0de8-11e7-991c-3863bb43a7d0,1,1,False,76,1,0,0,0,1695219783,16,1
f8349ba9-0de8-11e7-991c-3863bb43a7d0,1,1,False,77,1,1,16,0,1695220608,2,0
f8349c69-0de8-11e7-991c-3863bb43a7d0,1,1,False,78,1,0,0,0,1695219076,19,0
f8349d6e-0de8-11e7-991c-3863bb43a7d0,1,1,False,79,1,0,1,0,1695221454,18,0
f8349de4-0de8-11e7-991c-3863bb43a7d0,1,1,False,80,1,1,34,0,1695220202,0,0
f8349e56-0de8-11e7-991c-3863bb43a7d0,1,1,False,81,1,0,10,0,1695221516,9,0
f8349ed6-0de8-11e7-991c-3863bb43a7d0,1,1,False,82,1,2,0,0,1695220782,13,0
f834a1de-0de8-11e7-991c-3863bb43a7d0,1,1,False,84,1,0,11,0,1695221173,3,1
f834a2a8-0de8-11e7-991c-3863bb43a7d0,1,1,False,85,1,1,18,0,1695221152,0,0
f834a32d-0de8-11e7-991c-3863bb43a7d0,1,1,False,86,1,2,2,0,1695219871,11,0
f834a3a0-0de8-11e7-991c-3863bb43a7d0,1,1,False,87,1,0,7,0,1695221307,8,0
f834a67b-0de8-11e7-991c-3863bb43a7d0,1,1,False,89,1,4,8,0,1695221299,7,0
f834a6f9-0de8-11e7-991c-3863bb43a7d0,0,0,False,90,0,0,0,0,1649685740,19,0
f834a7d1-0de8-11e7-991c-3863bb43a7d0,1,1,False,91,1,1,17,0,1695220359,1,0
f834a838-0de8-11e7-991c-3863bb43a7d0,1,1,False,92,1,0,14,0,1695220870,5,0
f834a8a0-0de8-11e7-991c-3863bb43a7d0,1,1,False,93,1,0,8,0,1695220301,7,0
f834a959-0de8-11e7-991c-3863bb43a7d0,1,1,False,94,1,2,1,0,1695220717,8,0
f834ab92-0de8-11e7-991c-3863bb43a7d0,1,1,False,95,1,2,1,0,1695221329,12,0
f834abfd-0de8-11e7-991c-3863bb43a7d0,1,1,False,96,1,0,2,0,1695220974,17,0
f834b101-0de8-11e7-991c-3863bb43a7d0,1,1,False,97,1,0,10,0,1695220431,11,0
f834b183-0de8-11e7-991c-3863bb43a7d0,1,1,False,98,1,4,3,0,1695220267,16,0
f834b1ed-0de8-11e7-991c-3863bb43a7d0,1,1,False,99,1,2,0,0,1695216919,13,0
f834b42d-0de8-11e7-991c-3863bb43a7d0,1,1,False,100,1,1,9,0,1695221385,15,0
f834b49d-0de8-11e7-991c-3863bb43a7d0,1,1,False,101,1,0,5,0,1695215914,14,0
f834b50a-0de8-11e7-991c-3863bb43a7d0,1,1,False,102,1,1,7,0,1695220426,6,0
f834b5d9-0de8-11e7-991c-3863bb43a7d0,1,1,False,103,1,1,0,0,1695214589,14,0
f834b652-0de8-11e7-991c-3863bb43a7d0,1,1,False,104,1,1,1,0,1695220253,17,0
f834b8b3-0de8-11e7-991c-3863bb43a7d0,1,1,False,105,1,0,0,0,1695221321,18,1
f834b928-0de8-11e7-991c-3863bb43a7d0,1,1,False,106,1,0,8,0,1695217870,7,0
f834b99d-0de8-11e7-991c-3863bb43a7d0,1,1,False,107,1,2,5,0,1695221381,12,0
f834ba08-0de8-11e7-991c-3863bb43a7d0,1,1,False,108,1,0,13,0,1695221482,3,0
f834bbdd-0de8-11e7-991c-3863bb43a7d0,1,1,False,109,1,1,0,0,1695216931,34,0
f834c5c9-0de8-11e7-991c-3863bb43a7d0,1,1,False,110,1,1,14,0,1695220626,0,0
f834c6f5-0de8-11e7-991c-3863bb43a7d0,1,1,False,111,1,0,11,0,1695215501,4,0
f834c7a9-0de8-11e7-991c-3863bb43a7d0,1,1,False,112,1,0,1,0,1695220252,14,0
f834ca55-0de8-11e7-991c-3863bb43a7d0,1,1,False,113,1,0,1,0,1695213213,13,1
f834caf2-0de8-11e7-991c-3863bb43a7d0,1,1,False,114,1,0,5,0,1695218451,10,0
f834cb89-0de8-11e7-991c-3863bb43a7d0,1,1,False,115,1,0,7,0,1695220794,12,0
f834cf45-0de8-11e7-991c-3863bb43a7d0,1,1,False,116,1,2,0,0,1695217260,21,0
f834cfd8-0de8-11e7-991c-3863bb43a7d0,1,1,False,117,1,1,17,0,1695221411,1,0
f834d064-0de8-11e7-991c-3863bb43a7d0,1,1,False,118,1,1,1,0,1695220493,17,0
f834d260-0de8-11e7-991c-3863bb43a7d0,1,1,False,119,1,0,6,0,1695219272,9,0
f834d34b-0de8-11e7-991c-3863bb43a7d0,1,1,False,120,1,1,8,0,1695221499,10,0
f834db9b-0de8-11e7-991c-3863bb43a7d0,1,1,False,121,1,0,0,0,1695220090,17,0
f834dc46-0de8-11e7-991c-3863bb43a7d0,1,1,False,122,1,0,14,0,1695221502,1,0
f834dedf-0de8-11e7-991c-3863bb43a7d0,1,1,False,124,1,1,1,0,1695218209,13,0
f834e1b2-0de8-11e7-991c-3863bb43a7d0,1,1,False,125,1,0,1,0,1695221253,14,0
f834e244-0de8-11e7-991c-3863bb43a7d0,1,1,False,126,1,0,8,0,1695221483,7,0
f834e534-0de8-11e7-991c-3863bb43a7d0,1,1,False,128,1,0,2,0,1695214638,17,0
f834e75d-0de8-11e7-991c-3863bb43a7d0,1,1,False,129,1,0,2,0,1695216949,17,0
f834ea45-0de8-11e7-991c-3863bb43a7d0,1,1,False,130,1,1,7,0,1695221379,7,0
f834ec42-0de8-11e7-991c-3863bb43a7d0,1,1,True,131,1,0,6,0,1695220496,11,1
f834f036-0de8-11e7-991c-3863bb43a7d0,1,1,False,133,1,0,6,0,1695220830,17,0
f834f6a3-0de8-11e7-991c-3863bb43a7d0,1,1,False,135,1,0,16,0,1695221267,1,0
f834f814-0de8-11e7-991c-3863bb43a7d0,0,0,False,136,0,0,0,0,1692884700,19,0
f834f8ca-0de8-11e7-991c-3863bb43a7d0,1,1,False,137,1,0,6,0,1695221078,8,0
f834f948-0de8-11e7-991c-3863bb43a7d0,1,1,False,138,1,1,2,0,1695220765,12,0
f834fb66-0de8-11e7-991c-3863bb43a7d0,1,1,False,139,1,0,0,0,1695214649,19,0
f834fc57-0de8-11e7-991c-3863bb43a7d0,1,1,False,140,1,2,7,0,1695220114,8,0
f834fcbe-0de8-11e7-991c-3863bb43a7d0,1,1,False,141,1,0,16,0,1695220468,1,0
f834fd36-0de8-11e7-991c-3863bb43a7d0,1,1,False,142,1,2,18,0,1695219943,3,0
f834fda2-0de8-11e7-991c-3863bb43a7d0,1,1,False,143,1,0,10,0,1695220087,13,0
f834fede-0de8-11e7-991c-3863bb43a7d0,1,1,False,144,1,1,8,0,1695221084,10,0
f834ff5a-0de8-11e7-991c-3863bb43a7d0,1,1,False,145,1,2,3,0,1695221480,14,0
f834ffc9-0de8-11e7-991c-3863bb43a7d0,1,1,False,146,1,1,4,0,1695221352,14,0
f8350129-0de8-11e7-991c-3863bb43a7d0,1,1,False,149,1,3,3,0,1695221227,11,0
f8350199-0de8-11e7-991c-3863bb43a7d0,1,1,False,150,1,0,2,0,1695218904,17,0
f8350204-0de8-11e7-991c-3863bb43a7d0,1,1,False,151,1,0,19,0,1695219049,0,0
f835027c-0de8-11e7-991c-3863bb43a7d0,1,1,False,152,1,1,7,0,1695220907,18,0
f835043d-0de8-11e7-991c-3863bb43a7d0,1,1,False,156,1,0,0,0,1695216362,15,0
f8350a84-0de8-11e7-991c-3863bb43a7d0,1,1,False,157,1,2,13,0,1695220059,0,0
f8350b76-0de8-11e7-991c-3863bb43a7d0,1,1,False,159,1,0,2,0,1695220205,13,0
f8350be5-0de8-11e7-991c-3863bb43a7d0,1,1,True,160,1,1,9,0,1695220687,0,2
f8350c56-0de8-11e7-991c-3863bb43a7d0,1,1,False,161,1,1,0,0,1695214987,17,2
f8350cc1-0de8-11e7-991c-3863bb43a7d0,1,1,False,162,1,1,2,0,1695214552,12,0
f8350d30-0de8-11e7-991c-3863bb43a7d0,1,1,False,163,1,0,6,0,1695220158,13,0
f8350ecf-0de8-11e7-991c-3863bb43a7d0,1,1,False,167,1,0,0,0,1695221043,15,0
f8351019-0de8-11e7-991c-3863bb43a7d0,1,1,False,169,1,0,0,0,1695218328,18,1
f835108b-0de8-11e7-991c-3863bb43a7d0,1,1,False,170,1,0,7,0,1695219743,5,2
f83510fd-0de8-11e7-991c-3863bb43a7d0,1,1,False,171,1,1,0,0,1695214039,22,0
f83511d4-0de8-11e7-991c-3863bb43a7d0,1,1,True,173,1,0,2,0,1695217371,11,1
f8351255-0de8-11e7-991c-3863bb43a7d0,1,1,False,174,1,0,3,0,1695220061,12,0
f83512c9-0de8-11e7-991c-3863bb43a7d0,1,1,False,175,1,0,7,0,1695219161,9,0
f8351336-0de8-11e7-991c-3863bb43a7d0,1,1,False,176,1,1,6,0,1695220494,8,0
f83513a7-0de8-11e7-991c-3863bb43a7d0,1,1,False,177,1,0,0,0,1695220512,19,0
f835141c-0de8-11e7-991c-3863bb43a7d0,1,1,False,178,1,1,1,0,1695221480,17,0
f8351490-0de8-11e7-991c-3863bb43a7d0,1,1,False,179,1,1,0,0,1695219999,52,0
f83514f9-0de8-11e7-991c-3863bb43a7d0,1,1,False,180,1,0,9,0,1695220930,10,0
f8351569-0de8-11e7-991c-3863bb43a7d0,1,1,False,181,1,0,0,0,1695217079,19,0
f83515d8-0de8-11e7-991c-3863bb43a7d0,1,1,False,182,1,1,8,0,1695215477,10,0
f8351649-0de8-11e7-991c-3863bb43a7d0,1,1,False,183,1,1,15,0,1695220746,3,0
f83516b8-0de8-11e7-991c-3863bb43a7d0,1,1,False,184,1,0,0,0,1695221407,19,0
f8351726-0de8-11e7-991c-3863bb43a7d0,1,1,False,185,1,0,6,0,1695221482,9,0
f8351791-0de8-11e7-991c-3863bb43a7d0,1,1,False,186,1,0,3,0,1695220587,10,0
f83517fa-0de8-11e7-991c-3863bb43a7d0,1,1,False,187,1,0,0,0,1695216384,15,0
f8351dc2-0de8-11e7-991c-3863bb43a7d0,1,1,False,188,1,1,1,0,1695220389,13,0
f8351e42-0de8-11e7-991c-3863bb43a7d0,1,1,False,189,1,0,23,0,1695219169,0,0
f8351eb0-0de8-11e7-991c-3863bb43a7d0,1,1,False,190,1,1,0,0,1695219839,35,0
f8351f1d-0de8-11e7-991c-3863bb43a7d0,1,1,False,191,1,1,2,0,1695219417,12,0
f8351f87-0de8-11e7-991c-3863bb43a7d0,1,1,False,192,1,0,19,0,1695215588,0,0
f8351ff1-0de8-11e7-991c-3863bb43a7d0,1,1,True,193,1,1,3,0,1695219560,11,0
f8352068-0de8-11e7-991c-3863bb43a7d0,1,1,False,194,1,0,12,0,1695219843,7,0
f83520d8-0de8-11e7-991c-3863bb43a7d0,1,1,False,195,1,0,17,0,1695218395,6,0
f8352150-0de8-11e7-991c-3863bb43a7d0,1,1,False,196,1,0,3,0,1695216716,7,0
f8352219-0de8-11e7-991c-3863bb43a7d0,1,1,False,197,1,0,5,0,1695216798,10,0
f8352306-0de8-11e7-991c-3863bb43a7d0,1,1,False,199,1,0,3,0,1695218837,12,0
f8352378-0de8-11e7-991c-3863bb43a7d0,1,1,False,200,1,0,13,0,1695219661,5,1
f83523e3-0de8-11e7-991c-3863bb43a7d0,1,1,False,201,1,0,3,0,1695207068,12,0
f835244e-0de8-11e7-991c-3863bb43a7d0,1,1,False,202,1,0,12,0,1695218907,3,0
f83524c0-0de8-11e7-991c-3863bb43a7d0,1,1,False,203,1,0,8,0,1695180952,7,0
f8352534-0de8-11e7-991c-3863bb43a7d0,1,1,False,204,1,0,10,0,1695210060,5,0
f835259f-0de8-11e7-991c-3863bb43a7d0,1,1,False,205,1,0,4,0,1695216627,11,0
f835260c-0de8-11e7-991c-3863bb43a7d0,1,1,False,206,1,2,6,0,1695221242,27,0
f835288a-0de8-11e7-991c-3863bb43a7d0,1,1,False,208,1,0,0,0,1695214072,13,0
f8352973-0de8-11e7-991c-3863bb43a7d0,1,1,False,210,1,0,5,0,1695210130,10,0
f83529e2-0de8-11e7-991c-3863bb43a7d0,1,1,False,211,1,0,0,0,1695216089,15,0
f8352a4d-0de8-11e7-991c-3863bb43a7d0,1,1,False,212,1,0,14,0,1695219541,19,0
f8352ac4-0de8-11e7-991c-3863bb43a7d0,1,1,True,213,1,0,8,0,1695215810,8,0
f8352b39-0de8-11e7-991c-3863bb43a7d0,1,1,False,214,1,0,7,0,1695218317,8,0
f8352ba8-0de8-11e7-991c-3863bb43a7d0,1,1,False,215,1,0,12,0,1695181640,2,1
f8352c1a-0de8-11e7-991c-3863bb43a7d0,1,1,False,216,1,0,0,0,1695210684,18,1
f8352c92-0de8-11e7-991c-3863bb43a7d0,1,1,False,217,1,0,2,0,1695219576,17,0
f8353277-0de8-11e7-991c-3863bb43a7d0,1,1,False,218,1,2,13,0,1695220934,0,0
f83532fa-0de8-11e7-991c-3863bb43a7d0,1,1,False,219,1,0,1,0,1695213817,14,0
fbb9b58c-2b92-4bcf-8e4c-a982e40d2f39,1,1,False,221,1,1,4,0,1695221490,14,0
83183df0-38c2-4ae8-a0c4-4b59599c9582,1,1,False,222,1,1,0,0,1695219509,5,0
1331197c-f6c6-4f4a-a29b-95e580359886,1,1,False,224,1,0,7,0,1695215164,10,0
7560f0e3-267b-4fb3-bbfa-6e02010cfcb7,1,1,False,225,1,0,0,0,1695219879,19,0
ea65c25f-0718-4f79-8588-c58b9fe3a105,1,1,False,226,1,2,0,0,1695220801,12,1
36f36eed-1070-49be-8b31-5676b8b3489f,1,1,False,227,1,1,7,0,1695221400,11,0
a825b55d-3ab3-481f-9c50-d3a7313e6843,1,1,False,228,1,0,19,0,1695218614,0,0
31382324-2931-491a-827a-40149e45afee,1,1,False,232,1,0,6,0,1695215904,5,0
1cced911-b428-4cfd-81be-3a8f77ce7379,1,1,False,233,1,0,0,0,1695216628,15,0
625f105e-4407-4988-9095-d1979cbda5e1,1,1,False,234,1,1,8,0,1695217344,10,0
25cc602a-152a-4abe-9df8-a131d0a5d94b,1,1,False,235,1,1,1,0,1695220071,13,0
7c860828-3359-4229-b59b-963f5a4bab00,1,1,False,236,1,0,5,0,1695221104,10,0
7df1ee28-441e-44c1-8507-8f58946be96b,1,1,False,239,1,0,1,0,1695218588,14,0
103a9881-e30a-4d57-b81d-863b995ff759,1,1,False,255,1,0,5,0,1695181485,10,0
0839bb10-e876-4198-95e4-0147a561853d,1,1,False,258,1,0,4,0,1695215597,11,0
829fa5a8-cc88-4ab2-9f34-b481aaa1612e,1,1,False,259,1,0,9,0,1695191306,6,0
8d893519-bc21-4536-b346-f558988bc8ad,1,1,False,260,1,0,6,0,1695181546,9,0
57caf362-1e8b-46aa-9ee3-82341c405ab0,1,1,False,271,1,0,4,0,1695219636,10,0
ea00f276-26dc-48ee-b2c8-6e56fd632a2d,1,1,False,272,1,0,8,0,1695214883,10,1
4764641e-b080-4c70-a1e1-049de81e09d0,1,1,False,273,1,1,15,0,1695220618,23,1
c202f2ca-ec1d-4dc5-a734-e0a342f23ba4,1,1,False,279,1,0,15,0,1695219991,8,0
7f68a70d-af0e-450a-b7a8-ce621cd0c8c1,1,1,False,280,1,0,7,0,1695220734,12,0
c98f50f6-1901-4c64-b164-8cf33245e022,1,1,False,282,1,1,11,0,1695220773,6,0
74cb9bf6-bb53-4c70-88d2-67998b99628c,1,1,False,296,1,6,2,0,1695218242,14,1
dd05a440-f881-410c-a071-864da11c634a,1,1,False,318,1,0,18,0,1695217672,0,0
bd3d4824-7203-4edc-a314-cea2b413e886,1,1,False,319,1,0,2,0,1695219246,14,0
3dbbb3cb-b52d-46f8-8f9c-db11e83d081c,1,1,False,327,1,0,9,0,1695218995,6,0
baab0b05-a028-4147-8432-a2726c7e48ea,1,1,False,328,1,0,3,0,1695218279,12,0
13681246-4bf8-444a-a908-fa165e4ad298,1,1,False,329,1,0,1,0,1695218149,13,1
f2b83aa2-86cd-4904-a099-74bf2023f768,1,1,False,330,1,0,3,0,1695217802,12,0
5018e851-f2f3-4e18-9914-c316bbcc2c3d,1,1,False,331,1,0,15,0,1695220763,0,0
bb27977d-36c1-496d-8bac-631b612dd7b8,1,1,False,332,1,0,0,0,1695212616,14,1
93381e13-cd04-4e10-ac81-9f5926aa01d5,1,1,False,333,1,2,7,0,1695218986,10,0
1e3beeb4-f8e1-452c-93e5-48df78d4b313,1,1,False,334,1,0,0,0,1695219374,18,0
70f20fcb-8e63-4015-9007-b97c525ab0a9,1,1,False,335,1,1,0,0,1695221049,18,0
b5894555-30a3-46db-918a-fdeb083d6001,1,1,False,336,1,0,5,0,1695219787,10,0
5b1d2661-8a93-4f14-b242-ebc52792f951,1,1,False,337,1,0,10,0,1695217877,4,1
0adccd89-1d8d-44da-9f7c-5f18acafeddf,1,1,False,338,1,0,0,0,1695213588,15,0
1ef9964d-47ac-4cd4-916e-7c006fa1e605,1,1,False,339,1,2,2,0,1695208947,11,0
e32c0bb9-e85b-4764-b0fb-5c582cfd3a90,1,1,False,340,1,0,5,0,1695181487,14,0
aa964f5b-fadf-4fc1-8c91-84ee36e15f0d,1,1,False,341,1,0,7,0,1695219667,7,1
